word,__sum_candidate,__sum_others,__total_candidate,__total_others,__ratio_candidate,__ratio_others,more_likely_candidate,more_likely_others,__sum_all,__total_all,__ratio_all,candidate
aí,32.0,90.0,33411.0,146142.0,9.57768,6.15839,1.55522,0.64299,122.0,179553.0,6.79465,lulapelobrasil
ba,2.0,5.0,33411.0,146142.0,0.59861,0.34213,1.74963,0.57155,7.0,179553.0,0.38986,lulapelobrasil
bacia,1.0,1.0,33411.0,146142.0,0.2993,0.06843,4.37407,0.22862,2.0,179553.0,0.11139,lulapelobrasil
bahia,7.0,106.0,33411.0,146142.0,2.09512,7.25322,0.28885,3.46196,113.0,179553.0,6.29341,lulapelobrasil
bairro,5.0,5.0,33411.0,146142.0,1.49651,0.34213,4.37407,0.22862,10.0,179553.0,0.55694,lulapelobrasil
baixa,6.0,29.0,33411.0,146142.0,1.79582,1.98437,0.90498,1.105,35.0,179553.0,1.94929,lulapelobrasil
baixada,4.0,8.0,33411.0,146142.0,1.19721,0.54741,2.18703,0.45724,12.0,179553.0,0.66833,lulapelobrasil
baixar,6.0,2.0,33411.0,146142.0,1.79582,0.13685,13.12221,0.07621,8.0,179553.0,0.44555,lulapelobrasil
baixo,8.0,15.0,33411.0,146142.0,2.39442,1.0264,2.33284,0.42866,23.0,179553.0,1.28096,lulapelobrasil
banana,2.0,1.0,33411.0,146142.0,0.59861,0.06843,8.74814,0.11431,3.0,179553.0,0.16708,lulapelobrasil
bancada,1.0,21.0,33411.0,146142.0,0.2993,1.43696,0.20829,4.80102,22.0,179553.0,1.22526,lulapelobrasil
banco,20.0,48.0,33411.0,146142.0,5.98605,3.28448,1.82253,0.54869,68.0,179553.0,3.78718,lulapelobrasil
bancos,2.0,23.0,33411.0,146142.0,0.59861,1.57381,0.38035,2.62913,25.0,179553.0,1.39235,lulapelobrasil
bandeira,5.0,17.0,33411.0,146142.0,1.49651,1.16325,1.28649,0.77731,22.0,179553.0,1.22526,lulapelobrasil
bandido,3.0,16.0,33411.0,146142.0,0.89791,1.09483,0.82014,1.21931,19.0,179553.0,1.05818,lulapelobrasil
bandidos,1.0,15.0,33411.0,146142.0,0.2993,1.0264,0.2916,3.4293,16.0,179553.0,0.8911,lulapelobrasil
bando,4.0,1.0,33411.0,146142.0,1.19721,0.06843,17.49627,0.05716,5.0,179553.0,0.27847,lulapelobrasil
banir,1.0,1.0,33411.0,146142.0,0.2993,0.06843,4.37407,0.22862,2.0,179553.0,0.11139,lulapelobrasil
banqueiro,2.0,3.0,33411.0,146142.0,0.59861,0.20528,2.91605,0.34293,5.0,179553.0,0.27847,lulapelobrasil
barata,1.0,3.0,33411.0,146142.0,0.2993,0.20528,1.45802,0.68586,4.0,179553.0,0.22278,lulapelobrasil
barato,5.0,4.0,33411.0,146142.0,1.49651,0.27371,5.46759,0.1829,9.0,179553.0,0.50124,lulapelobrasil
barbosa,1.0,5.0,33411.0,146142.0,0.2993,0.34213,0.87481,1.1431,6.0,179553.0,0.33416,lulapelobrasil
barco,3.0,5.0,33411.0,146142.0,0.89791,0.34213,2.62444,0.38103,8.0,179553.0,0.44555,lulapelobrasil
barra,2.0,7.0,33411.0,146142.0,0.59861,0.47899,1.24973,0.80017,9.0,179553.0,0.50124,lulapelobrasil
barrados,1.0,1.0,33411.0,146142.0,0.2993,0.06843,4.37407,0.22862,2.0,179553.0,0.11139,lulapelobrasil
barrar,1.0,8.0,33411.0,146142.0,0.2993,0.54741,0.54676,1.82896,9.0,179553.0,0.50124,lulapelobrasil
barriga,2.0,1.0,33411.0,146142.0,0.59861,0.06843,8.74814,0.11431,3.0,179553.0,0.16708,lulapelobrasil
base,5.0,54.0,33411.0,146142.0,1.49651,3.69504,0.40501,2.4691,59.0,179553.0,3.28594,lulapelobrasil
