word,__sum_candidate,__sum_others,__total_candidate,__total_others,__ratio_candidate,__ratio_others,more_likely_candidate,more_likely_others,__sum_all,__total_all,__ratio_all
buarque,1.0,4.0,12571.0,110488.0,8e-05,4e-05,2.19728,0.45511,5.0,123059.0,0.40631
bueno,2.0,3.0,12571.0,110488.0,0.00016,3e-05,5.85941,0.17067,5.0,123059.0,0.40631
burocracia,1.0,37.0,12571.0,110488.0,8e-05,0.00033,0.23754,4.20975,38.0,123059.0,3.08795
busca,1.0,33.0,12571.0,110488.0,8e-05,0.0003,0.26634,3.75464,34.0,123059.0,2.7629
buscar,2.0,5.0,12571.0,110488.0,0.00016,5e-05,3.51565,0.28444,7.0,123059.0,0.56883
cabe,1.0,26.0,12571.0,110488.0,8e-05,0.00024,0.33804,2.9582,27.0,123059.0,2.19407
cabelo,2.0,3.0,12571.0,110488.0,0.00016,3e-05,5.85941,0.17067,5.0,123059.0,0.40631
cabelos,2.0,2.0,12571.0,110488.0,0.00016,2e-05,8.78912,0.11378,4.0,123059.0,0.32505
cabeça,3.0,46.0,12571.0,110488.0,0.00024,0.00042,0.5732,1.74458,49.0,123059.0,3.98183
cachorro,1.0,4.0,12571.0,110488.0,8e-05,4e-05,2.19728,0.45511,5.0,123059.0,0.40631
cada,13.0,117.0,12571.0,110488.0,0.00103,0.00106,0.97657,1.02399,130.0,123059.0,10.56404
cadeira,1.0,5.0,12571.0,110488.0,8e-05,5e-05,1.75782,0.56889,6.0,123059.0,0.48757
cadê,2.0,5.0,12571.0,110488.0,0.00016,5e-05,3.51565,0.28444,7.0,123059.0,0.56883
caetano,1.0,11.0,12571.0,110488.0,8e-05,0.0001,0.79901,1.25155,12.0,123059.0,0.97514
cafezinho,1.0,5.0,12571.0,110488.0,8e-05,5e-05,1.75782,0.56889,6.0,123059.0,0.48757
café,1.0,16.0,12571.0,110488.0,8e-05,0.00014,0.54932,1.82043,17.0,123059.0,1.38145
caindo,1.0,3.0,12571.0,110488.0,8e-05,3e-05,2.92971,0.34133,4.0,123059.0,0.32505
calar,3.0,10.0,12571.0,110488.0,0.00024,9e-05,2.63674,0.37926,13.0,123059.0,1.0564
calarão,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
calendário,2.0,6.0,12571.0,110488.0,0.00016,5e-05,2.92971,0.34133,8.0,123059.0,0.65009
calúnia,1.0,4.0,12571.0,110488.0,8e-05,4e-05,2.19728,0.45511,5.0,123059.0,0.40631
caminhada,1.0,23.0,12571.0,110488.0,8e-05,0.00021,0.38214,2.61687,24.0,123059.0,1.95028
caminhar,1.0,4.0,12571.0,110488.0,8e-05,4e-05,2.19728,0.45511,5.0,123059.0,0.40631
caminho,7.0,78.0,12571.0,110488.0,0.00056,0.00071,0.78877,1.2678,85.0,123059.0,6.90726
caminhos,4.0,11.0,12571.0,110488.0,0.00032,0.0001,3.19604,0.31289,15.0,123059.0,1.21893
camisa,2.0,8.0,12571.0,110488.0,0.00016,7e-05,2.19728,0.45511,10.0,123059.0,0.81262
camiseta,1.0,2.0,12571.0,110488.0,8e-05,2e-05,4.39456,0.22755,3.0,123059.0,0.24379
campanha,9.0,71.0,12571.0,110488.0,0.00072,0.00064,1.11411,0.89757,80.0,123059.0,6.50095
campanhas,1.0,16.0,12571.0,110488.0,8e-05,0.00014,0.54932,1.82043,17.0,123059.0,1.38145
campeão,2.0,10.0,12571.0,110488.0,0.00016,9e-05,1.75782,0.56889,12.0,123059.0,0.97514
campeões,1.0,7.0,12571.0,110488.0,8e-05,6e-05,1.25559,0.79644,8.0,123059.0,0.65009
campo,5.0,53.0,12571.0,110488.0,0.0004,0.00048,0.82916,1.20604,58.0,123059.0,4.71319
campos,2.0,24.0,12571.0,110488.0,0.00016,0.00022,0.73243,1.36532,26.0,123059.0,2.11281
campus,3.0,10.0,12571.0,110488.0,0.00024,9e-05,2.63674,0.37926,13.0,123059.0,1.0564
canadá,1.0,4.0,12571.0,110488.0,8e-05,4e-05,2.19728,0.45511,5.0,123059.0,0.40631
canais,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
canal,2.0,46.0,12571.0,110488.0,0.00016,0.00042,0.38214,2.61687,48.0,123059.0,3.90057
candidato,5.0,181.0,12571.0,110488.0,0.0004,0.00164,0.24279,4.11873,186.0,123059.0,15.1147
candidatos,7.0,50.0,12571.0,110488.0,0.00056,0.00045,1.23048,0.81269,57.0,123059.0,4.63192
candidatura,11.0,33.0,12571.0,110488.0,0.00088,0.0003,2.92971,0.34133,44.0,123059.0,3.57552
cansa,1.0,3.0,12571.0,110488.0,8e-05,3e-05,2.92971,0.34133,4.0,123059.0,0.32505
cansado,1.0,3.0,12571.0,110488.0,8e-05,3e-05,2.92971,0.34133,4.0,123059.0,0.32505
cansados,1.0,2.0,12571.0,110488.0,8e-05,2e-05,4.39456,0.22755,3.0,123059.0,0.24379
canta,1.0,5.0,12571.0,110488.0,8e-05,5e-05,1.75782,0.56889,6.0,123059.0,0.48757
cantando,2.0,1.0,12571.0,110488.0,0.00016,1e-05,17.57824,0.05689,3.0,123059.0,0.24379
canto,3.0,1.0,12571.0,110488.0,0.00024,1e-05,26.36735,0.03793,4.0,123059.0,0.32505
cantora,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
cantos,2.0,2.0,12571.0,110488.0,0.00016,2e-05,8.78912,0.11378,4.0,123059.0,0.32505
capa,1.0,7.0,12571.0,110488.0,8e-05,6e-05,1.25559,0.79644,8.0,123059.0,0.65009
capacidade,3.0,39.0,12571.0,110488.0,0.00024,0.00035,0.67609,1.4791,42.0,123059.0,3.413
capas,2.0,5.0,12571.0,110488.0,0.00016,5e-05,3.51565,0.28444,7.0,123059.0,0.56883
capaz,1.0,20.0,12571.0,110488.0,8e-05,0.00018,0.43946,2.27554,21.0,123059.0,1.7065
capital,4.0,26.0,12571.0,110488.0,0.00032,0.00024,1.35217,0.73955,30.0,123059.0,2.43786
capitalismo,2.0,5.0,12571.0,110488.0,0.00016,5e-05,3.51565,0.28444,7.0,123059.0,0.56883
cara,9.0,47.0,12571.0,110488.0,0.00072,0.00043,1.68302,0.59417,56.0,123059.0,4.55066
característica,2.0,1.0,12571.0,110488.0,0.00016,1e-05,17.57824,0.05689,3.0,123059.0,0.24379
características,1.0,2.0,12571.0,110488.0,8e-05,2e-05,4.39456,0.22755,3.0,123059.0,0.24379
caras,1.0,4.0,12571.0,110488.0,8e-05,4e-05,2.19728,0.45511,5.0,123059.0,0.40631
cardoso,1.0,2.0,12571.0,110488.0,8e-05,2e-05,4.39456,0.22755,3.0,123059.0,0.24379
cargo,1.0,12.0,12571.0,110488.0,8e-05,0.00011,0.73243,1.36532,13.0,123059.0,1.0564
carinho,5.0,29.0,12571.0,110488.0,0.0004,0.00026,1.51537,0.65991,34.0,123059.0,2.7629
carlos,2.0,33.0,12571.0,110488.0,0.00016,0.0003,0.53267,1.87732,35.0,123059.0,2.84416
carnaval,13.0,17.0,12571.0,110488.0,0.00103,0.00015,6.72109,0.14879,30.0,123059.0,2.43786
caro,1.0,28.0,12571.0,110488.0,8e-05,0.00025,0.3139,3.18576,29.0,123059.0,2.35659
carreira,4.0,20.0,12571.0,110488.0,0.00032,0.00018,1.75782,0.56889,24.0,123059.0,1.95028
carrero,2.0,2.0,12571.0,110488.0,0.00016,2e-05,8.78912,0.11378,4.0,123059.0,0.32505
carrinho,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
carta,3.0,14.0,12571.0,110488.0,0.00024,0.00013,1.88338,0.53096,17.0,123059.0,1.38145
carteira,1.0,10.0,12571.0,110488.0,8e-05,9e-05,0.87891,1.13777,11.0,123059.0,0.89388
carvalho,1.0,3.0,12571.0,110488.0,8e-05,3e-05,2.92971,0.34133,4.0,123059.0,0.32505
casa,5.0,179.0,12571.0,110488.0,0.0004,0.00162,0.24551,4.07322,184.0,123059.0,14.95218
casamento,1.0,2.0,12571.0,110488.0,8e-05,2e-05,4.39456,0.22755,3.0,123059.0,0.24379
caso,12.0,49.0,12571.0,110488.0,0.00095,0.00044,2.15244,0.46459,61.0,123059.0,4.95697
casos,5.0,14.0,12571.0,110488.0,0.0004,0.00013,3.13897,0.31858,19.0,123059.0,1.54397
castro,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
catadora,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
categoria,1.0,9.0,12571.0,110488.0,8e-05,8e-05,0.97657,1.02399,10.0,123059.0,0.81262
causa,4.0,34.0,12571.0,110488.0,0.00032,0.00031,1.03401,0.96711,38.0,123059.0,3.08795
causada,1.0,2.0,12571.0,110488.0,8e-05,2e-05,4.39456,0.22755,3.0,123059.0,0.24379
cearense,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
ceará,1.0,18.0,12571.0,110488.0,8e-05,0.00016,0.48828,2.04799,19.0,123059.0,1.54397
cecília,1.0,2.0,12571.0,110488.0,8e-05,2e-05,4.39456,0.22755,3.0,123059.0,0.24379
cedo,2.0,4.0,12571.0,110488.0,0.00016,4e-05,4.39456,0.22755,6.0,123059.0,0.48757
cega,2.0,1.0,12571.0,110488.0,0.00016,1e-05,17.57824,0.05689,3.0,123059.0,0.24379
celebra,1.0,2.0,12571.0,110488.0,8e-05,2e-05,4.39456,0.22755,3.0,123059.0,0.24379
celebramos,2.0,5.0,12571.0,110488.0,0.00016,5e-05,3.51565,0.28444,7.0,123059.0,0.56883
celebrar,1.0,4.0,12571.0,110488.0,8e-05,4e-05,2.19728,0.45511,5.0,123059.0,0.40631
celebração,1.0,3.0,12571.0,110488.0,8e-05,3e-05,2.92971,0.34133,4.0,123059.0,0.32505
celso,2.0,7.0,12571.0,110488.0,0.00016,6e-05,2.51118,0.39822,9.0,123059.0,0.73136
censura,3.0,6.0,12571.0,110488.0,0.00024,5e-05,4.39456,0.22755,9.0,123059.0,0.73136
centenas,1.0,6.0,12571.0,110488.0,8e-05,5e-05,1.46485,0.68266,7.0,123059.0,0.56883
centenário,2.0,2.0,12571.0,110488.0,0.00016,2e-05,8.78912,0.11378,4.0,123059.0,0.32505
centrais,2.0,3.0,12571.0,110488.0,0.00016,3e-05,5.85941,0.17067,5.0,123059.0,0.40631
central,7.0,16.0,12571.0,110488.0,0.00056,0.00014,3.84524,0.26006,23.0,123059.0,1.86902
centralidade,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
centro,8.0,50.0,12571.0,110488.0,0.00064,0.00045,1.40626,0.71111,58.0,123059.0,4.71319
cenário,4.0,14.0,12571.0,110488.0,0.00032,0.00013,2.51118,0.39822,18.0,123059.0,1.46271
cenários,1.0,3.0,12571.0,110488.0,8e-05,3e-05,2.92971,0.34133,4.0,123059.0,0.32505
cerca,1.0,30.0,12571.0,110488.0,8e-05,0.00027,0.29297,3.41331,31.0,123059.0,2.51912
cerimônia,1.0,35.0,12571.0,110488.0,8e-05,0.00032,0.25112,3.9822,36.0,123059.0,2.92543
certamente,4.0,20.0,12571.0,110488.0,0.00032,0.00018,1.75782,0.56889,24.0,123059.0,1.95028
certeza,3.0,58.0,12571.0,110488.0,0.00024,0.00052,0.45461,2.19969,61.0,123059.0,4.95697
certificado,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
certo,12.0,65.0,12571.0,110488.0,0.00095,0.00059,1.62261,0.61629,77.0,123059.0,6.25716
certos,1.0,7.0,12571.0,110488.0,8e-05,6e-05,1.25559,0.79644,8.0,123059.0,0.65009
cessa,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
chama,1.0,8.0,12571.0,110488.0,8e-05,7e-05,1.09864,0.91022,9.0,123059.0,0.73136
chama-se,1.0,2.0,12571.0,110488.0,8e-05,2e-05,4.39456,0.22755,3.0,123059.0,0.24379
chamada,4.0,9.0,12571.0,110488.0,0.00032,8e-05,3.90627,0.256,13.0,123059.0,1.0564
chamados,1.0,5.0,12571.0,110488.0,8e-05,5e-05,1.75782,0.56889,6.0,123059.0,0.48757
chamamento,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
chamar,3.0,10.0,12571.0,110488.0,0.00024,9e-05,2.63674,0.37926,13.0,123059.0,1.0564
chame,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
chamou,2.0,5.0,12571.0,110488.0,0.00016,5e-05,3.51565,0.28444,7.0,123059.0,0.56883
chance,2.0,23.0,12571.0,110488.0,0.00016,0.00021,0.76427,1.30844,25.0,123059.0,2.03155
chances,2.0,8.0,12571.0,110488.0,0.00016,7e-05,2.19728,0.45511,10.0,123059.0,0.81262
charges,1.0,3.0,12571.0,110488.0,8e-05,3e-05,2.92971,0.34133,4.0,123059.0,0.32505
chaves,2.0,1.0,12571.0,110488.0,0.00016,1e-05,17.57824,0.05689,3.0,123059.0,0.24379
chega,2.0,40.0,12571.0,110488.0,0.00016,0.00036,0.43946,2.27554,42.0,123059.0,3.413
chegada,1.0,16.0,12571.0,110488.0,8e-05,0.00014,0.54932,1.82043,17.0,123059.0,1.38145
chegam,1.0,4.0,12571.0,110488.0,8e-05,4e-05,2.19728,0.45511,5.0,123059.0,0.40631
chegamos,1.0,23.0,12571.0,110488.0,8e-05,0.00021,0.38214,2.61687,24.0,123059.0,1.95028
chegando,3.0,14.0,12571.0,110488.0,0.00024,0.00013,1.88338,0.53096,17.0,123059.0,1.38145
chegar,3.0,62.0,12571.0,110488.0,0.00024,0.00056,0.42528,2.35139,65.0,123059.0,5.28202
chegaram,1.0,6.0,12571.0,110488.0,8e-05,5e-05,1.46485,0.68266,7.0,123059.0,0.56883
chegou,3.0,24.0,12571.0,110488.0,0.00024,0.00022,1.09864,0.91022,27.0,123059.0,2.19407
cheguei,3.0,17.0,12571.0,110488.0,0.00024,0.00015,1.55102,0.64474,20.0,123059.0,1.62524
cheia,1.0,5.0,12571.0,110488.0,8e-05,5e-05,1.75782,0.56889,6.0,123059.0,0.48757
cheias,2.0,1.0,12571.0,110488.0,0.00016,1e-05,17.57824,0.05689,3.0,123059.0,0.24379
cheio,2.0,13.0,12571.0,110488.0,0.00016,0.00012,1.35217,0.73955,15.0,123059.0,1.21893
chico,1.0,11.0,12571.0,110488.0,8e-05,0.0001,0.79901,1.25155,12.0,123059.0,0.97514
chile,1.0,8.0,12571.0,110488.0,8e-05,7e-05,1.09864,0.91022,9.0,123059.0,0.73136
choca,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
chorando,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
chorar,1.0,3.0,12571.0,110488.0,8e-05,3e-05,2.92971,0.34133,4.0,123059.0,0.32505
ciclo,1.0,6.0,12571.0,110488.0,8e-05,5e-05,1.46485,0.68266,7.0,123059.0,0.56883
cidadania,3.0,17.0,12571.0,110488.0,0.00024,0.00015,1.55102,0.64474,20.0,123059.0,1.62524
