__ratio_all,__ratio_candidate,__ratio_others,__sum_all,__sum_candidate,__sum_others,__total_all,__total_candidate,__total_others,file,more_likely_candidate,more_likely_others,twitter_handle,word
0.32505,0.0001,1e-05,4.0,3.0,1.0,123059.0,30134.0,92925.0,../data/matrix-geral/alvarodias_-matrix.csv,9.25118,0.10809,alvarodias_,afirmam
0.32505,0.0001,1e-05,4.0,3.0,1.0,123059.0,30134.0,92925.0,../data/matrix-geral/alvarodias_-matrix.csv,9.25118,0.10809,alvarodias_,afirmando
0.40631,7e-05,2.9999999999999997e-05,5.0,2.0,3.0,123059.0,30134.0,92925.0,../data/matrix-geral/alvarodias_-matrix.csv,2.05582,0.48641999999999996,alvarodias_,afirmar
0.40631,0.0001,2e-05,5.0,3.0,2.0,123059.0,30134.0,92925.0,../data/matrix-geral/alvarodias_-matrix.csv,4.62559,0.21619000000000002,alvarodias_,afirmação
0.16252,2.9999999999999997e-05,1e-05,2.0,1.0,1.0,123059.0,30134.0,92925.0,../data/matrix-geral/alvarodias_-matrix.csv,3.08373,0.32428,alvarodias_,afirmações
0.32505,7e-05,2e-05,4.0,2.0,2.0,123059.0,30134.0,92925.0,../data/matrix-geral/alvarodias_-matrix.csv,3.08373,0.32428,alvarodias_,afirmei
0.5688300000000001,0.00016999999999999999,2e-05,7.0,5.0,2.0,123059.0,30134.0,92925.0,../data/matrix-geral/alvarodias_-matrix.csv,7.70932,0.12971,alvarodias_,afirmou
0.16252,2.9999999999999997e-05,1e-05,2.0,1.0,1.0,123059.0,30134.0,92925.0,../data/matrix-geral/alvarodias_-matrix.csv,3.08373,0.32428,alvarodias_,afligem
0.32505,7e-05,2e-05,4.0,2.0,2.0,123059.0,30134.0,92925.0,../data/matrix-geral/alvarodias_-matrix.csv,3.08373,0.32428,alvarodias_,afronta
0.24379,7e-05,1e-05,3.0,2.0,1.0,123059.0,30134.0,92925.0,../data/matrix-geral/alvarodias_-matrix.csv,6.16745,0.16214,alvarodias_,agem
4.14435,0.00022999999999999998,0.00047000000000000004,51.0,7.0,44.0,123059.0,30134.0,92925.0,../data/matrix-geral/alvarodias_-matrix.csv,0.49058999999999997,2.03835,alvarodias_,agenda
0.16252,2.9999999999999997e-05,1e-05,2.0,1.0,1.0,123059.0,30134.0,92925.0,../data/matrix-geral/alvarodias_-matrix.csv,3.08373,0.32428,alvarodias_,agendar
0.40631,0.0001,2e-05,5.0,3.0,2.0,123059.0,30134.0,92925.0,../data/matrix-geral/alvarodias_-matrix.csv,4.62559,0.21619000000000002,alvarodias_,agente
0.8938799999999999,0.00013000000000000002,8e-05,11.0,4.0,7.0,123059.0,30134.0,92925.0,../data/matrix-geral/alvarodias_-matrix.csv,1.76213,0.5675,alvarodias_,agentes
0.32505,7e-05,2e-05,4.0,2.0,2.0,123059.0,30134.0,92925.0,../data/matrix-geral/alvarodias_-matrix.csv,3.08373,0.32428,alvarodias_,agindo
0.65009,0.00013000000000000002,4e-05,8.0,4.0,4.0,123059.0,30134.0,92925.0,../data/matrix-geral/alvarodias_-matrix.csv,3.08373,0.32428,alvarodias_,agir
36.242779999999996,0.0012900000000000001,0.004379999999999999,446.0,39.0,407.0,123059.0,30134.0,92925.0,../data/matrix-geral/alvarodias_-matrix.csv,0.29549000000000003,3.38418,alvarodias_,agora
0.16252,2.9999999999999997e-05,1e-05,2.0,1.0,1.0,123059.0,30134.0,92925.0,../data/matrix-geral/alvarodias_-matrix.csv,3.08373,0.32428,alvarodias_,agrada
0.24379,7e-05,1e-05,3.0,2.0,1.0,123059.0,30134.0,92925.0,../data/matrix-geral/alvarodias_-matrix.csv,6.16745,0.16214,alvarodias_,agradar
0.32505,2.9999999999999997e-05,2.9999999999999997e-05,4.0,1.0,3.0,123059.0,30134.0,92925.0,../data/matrix-geral/alvarodias_-matrix.csv,1.02791,0.97285,alvarodias_,agradecem
1.0564,0.00016999999999999999,9e-05,13.0,5.0,8.0,123059.0,30134.0,92925.0,../data/matrix-geral/alvarodias_-matrix.csv,1.92733,0.51885,alvarodias_,agradecemos
0.65009,7e-05,5.9999999999999995e-05,8.0,2.0,6.0,123059.0,30134.0,92925.0,../data/matrix-geral/alvarodias_-matrix.csv,1.02791,0.97285,alvarodias_,agradecimento
5.93211,0.00149,0.0003,73.0,45.0,28.0,123059.0,30134.0,92925.0,../data/matrix-geral/alvarodias_-matrix.csv,4.95599,0.20178,alvarodias_,agradeço
0.5688300000000001,7e-05,5e-05,7.0,2.0,5.0,123059.0,30134.0,92925.0,../data/matrix-geral/alvarodias_-matrix.csv,1.23349,0.81071,alvarodias_,agressões
1.0564,7e-05,0.00011999999999999999,13.0,2.0,11.0,123059.0,30134.0,92925.0,../data/matrix-geral/alvarodias_-matrix.csv,0.5606800000000001,1.7835599999999998,alvarodias_,agricultor
1.30019,2.9999999999999997e-05,0.00016,16.0,1.0,15.0,123059.0,30134.0,92925.0,../data/matrix-geral/alvarodias_-matrix.csv,0.20558,4.86425,alvarodias_,agricultores
2.7629,0.0002,0.0003,34.0,6.0,28.0,123059.0,30134.0,92925.0,../data/matrix-geral/alvarodias_-matrix.csv,0.6608,1.51332,alvarodias_,agricultura
1.2189299999999998,0.00027,8e-05,15.0,8.0,7.0,123059.0,30134.0,92925.0,../data/matrix-geral/alvarodias_-matrix.csv,3.52426,0.28375,alvarodias_,agronegócio
