word,__sum_candidate,__sum_others,__total_candidate,__total_others,__ratio_candidate,__ratio_others,more_likely_candidate,more_likely_others,__sum_all,__total_all,__ratio_all,candidate
canadá,1.0,4.0,11703.0,167850.0,0.85448,0.23831,3.58562,0.27889,5.0,179553.0,0.27847,MichelTemer
candidato,6.0,232.0,11703.0,167850.0,5.12689,13.82186,0.37093,2.69595,238.0,179553.0,13.25514,MichelTemer
canto,1.0,6.0,11703.0,167850.0,0.85448,0.35746,2.39041,0.41834,7.0,179553.0,0.38986,MichelTemer
cantos,1.0,3.0,11703.0,167850.0,0.85448,0.17873,4.78083,0.20917,4.0,179553.0,0.22278,MichelTemer
capacidade,4.0,47.0,11703.0,167850.0,3.41793,2.80012,1.22064,0.81924,51.0,179553.0,2.84039,MichelTemer
capacitados,1.0,1.0,11703.0,167850.0,0.85448,0.05958,14.34248,0.06972,2.0,179553.0,0.11139,MichelTemer
capacitação,2.0,13.0,11703.0,167850.0,1.70896,0.7745,2.20653,0.4532,15.0,179553.0,0.83541,MichelTemer
capaz,1.0,26.0,11703.0,167850.0,0.85448,1.549,0.55163,1.8128,27.0,179553.0,1.50373,MichelTemer
capazes,1.0,3.0,11703.0,167850.0,0.85448,0.17873,4.78083,0.20917,4.0,179553.0,0.22278,MichelTemer
capitais,2.0,5.0,11703.0,167850.0,1.70896,0.29789,5.73699,0.17431,7.0,179553.0,0.38986,MichelTemer
capital,1.0,45.0,11703.0,167850.0,0.85448,2.68097,0.31872,3.13753,46.0,179553.0,2.56192,MichelTemer
captação,1.0,1.0,11703.0,167850.0,0.85448,0.05958,14.34248,0.06972,2.0,179553.0,0.11139,MichelTemer
capítulo,1.0,7.0,11703.0,167850.0,0.85448,0.41704,2.04893,0.48806,8.0,179553.0,0.44555,MichelTemer
caraguatatuba,1.0,1.0,11703.0,167850.0,0.85448,0.05958,14.34248,0.06972,2.0,179553.0,0.11139,MichelTemer
caravana,1.0,178.0,11703.0,167850.0,0.85448,10.60471,0.08058,12.41069,179.0,179553.0,9.9692,MichelTemer
carentes,1.0,1.0,11703.0,167850.0,0.85448,0.05958,14.34248,0.06972,2.0,179553.0,0.11139,MichelTemer
cargo,1.0,23.0,11703.0,167850.0,0.85448,1.37027,0.62359,1.60363,24.0,179553.0,1.33665,MichelTemer
carinho,6.0,39.0,11703.0,167850.0,5.12689,2.3235,2.20653,0.4532,45.0,179553.0,2.50622,MichelTemer
carlos,5.0,38.0,11703.0,167850.0,4.27241,2.26393,1.88717,0.52989,43.0,179553.0,2.39484,MichelTemer
carne,1.0,19.0,11703.0,167850.0,0.85448,1.13196,0.75487,1.32474,20.0,179553.0,1.11388,MichelTemer
carreira,2.0,27.0,11703.0,167850.0,1.70896,1.60858,1.06241,0.94126,29.0,179553.0,1.61512,MichelTemer
carrero,1.0,3.0,11703.0,167850.0,0.85448,0.17873,4.78083,0.20917,4.0,179553.0,0.22278,MichelTemer
carros,1.0,12.0,11703.0,167850.0,0.85448,0.71492,1.19521,0.83668,13.0,179553.0,0.72402,MichelTemer
carta,1.0,29.0,11703.0,167850.0,0.85448,1.72773,0.49457,2.02197,30.0,179553.0,1.67082,MichelTemer
cartas,1.0,8.0,11703.0,167850.0,0.85448,0.47662,1.79281,0.55778,9.0,179553.0,0.50124,MichelTemer
carteira,3.0,15.0,11703.0,167850.0,2.56345,0.89366,2.8685,0.34861,18.0,179553.0,1.00249,MichelTemer
caruaru,1.0,2.0,11703.0,167850.0,0.85448,0.11915,7.17124,0.13945,3.0,179553.0,0.16708,MichelTemer
carvalho,1.0,7.0,11703.0,167850.0,0.85448,0.41704,2.04893,0.48806,8.0,179553.0,0.44555,MichelTemer
casa,7.0,205.0,11703.0,167850.0,5.98137,12.21329,0.48974,2.04189,212.0,179553.0,11.8071,MichelTemer
caso,4.0,84.0,11703.0,167850.0,3.41793,5.00447,0.68298,1.46418,88.0,179553.0,4.90106,MichelTemer
