word,__sum_candidate,__sum_others,__total_candidate,__total_others,__ratio_candidate,__ratio_others,more_likely_candidate,more_likely_others,__sum_all,__total_all,__ratio_all,candidate
auditório,2.0,11.0,19750.0,159803.0,1.01266,0.68835,1.47114,0.67974,13.0,179553.0,0.72402,ManuelaDavila
audiência,4.0,15.0,19750.0,159803.0,2.02532,0.93866,2.15768,0.46346,19.0,179553.0,1.05818,ManuelaDavila
augusta,1.0,4.0,19750.0,159803.0,0.50633,0.25031,2.02282,0.49436,5.0,179553.0,0.27847,ManuelaDavila
aula,9.0,3.0,19750.0,159803.0,4.55696,0.18773,24.27387,0.0412,12.0,179553.0,0.66833,ManuelaDavila
aulas,1.0,9.0,19750.0,159803.0,0.50633,0.56319,0.89903,1.11231,10.0,179553.0,0.55694,ManuelaDavila
aumenta,2.0,20.0,19750.0,159803.0,1.01266,1.25154,0.80913,1.2359,22.0,179553.0,1.22526,ManuelaDavila
aumentado,1.0,1.0,19750.0,159803.0,0.50633,0.06258,8.09129,0.12359,2.0,179553.0,0.11139,ManuelaDavila
aumentando,1.0,7.0,19750.0,159803.0,0.50633,0.43804,1.1559,0.86513,8.0,179553.0,0.44555,ManuelaDavila
aumentar,1.0,70.0,19750.0,159803.0,0.50633,4.38039,0.11559,8.65128,71.0,179553.0,3.95426,ManuelaDavila
aumentaram,1.0,7.0,19750.0,159803.0,0.50633,0.43804,1.1559,0.86513,8.0,179553.0,0.44555,ManuelaDavila
aumento,2.0,57.0,19750.0,159803.0,1.01266,3.56689,0.2839,3.52231,59.0,179553.0,3.28594,ManuelaDavila
austeridade,2.0,4.0,19750.0,159803.0,1.01266,0.25031,4.04565,0.24718,6.0,179553.0,0.33416,ManuelaDavila
ausência,7.0,5.0,19750.0,159803.0,3.5443,0.31289,11.32781,0.08828,12.0,179553.0,0.66833,ManuelaDavila
autismo,1.0,3.0,19750.0,159803.0,0.50633,0.18773,2.6971,0.37077,4.0,179553.0,0.22278,ManuelaDavila
autoestima,1.0,2.0,19750.0,159803.0,0.50633,0.12515,4.04565,0.24718,3.0,179553.0,0.16708,ManuelaDavila
autonomia,3.0,17.0,19750.0,159803.0,1.51899,1.06381,1.42787,0.70034,20.0,179553.0,1.11388,ManuelaDavila
autor,4.0,31.0,19750.0,159803.0,2.02532,1.93989,1.04404,0.95782,35.0,179553.0,1.94929,ManuelaDavila
autoria,1.0,19.0,19750.0,159803.0,0.50633,1.18896,0.42586,2.3482,20.0,179553.0,1.11388,ManuelaDavila
autoridade,1.0,9.0,19750.0,159803.0,0.50633,0.56319,0.89903,1.11231,10.0,179553.0,0.55694,ManuelaDavila
autoritarismo,1.0,2.0,19750.0,159803.0,0.50633,0.12515,4.04565,0.24718,3.0,179553.0,0.16708,ManuelaDavila
autoritário,1.0,4.0,19750.0,159803.0,0.50633,0.25031,2.02282,0.49436,5.0,179553.0,0.27847,ManuelaDavila
autorizado,1.0,2.0,19750.0,159803.0,0.50633,0.12515,4.04565,0.24718,3.0,179553.0,0.16708,ManuelaDavila
autorização,1.0,4.0,19750.0,159803.0,0.50633,0.25031,2.02282,0.49436,5.0,179553.0,0.27847,ManuelaDavila
auxiliar,2.0,2.0,19750.0,159803.0,1.01266,0.12515,8.09129,0.12359,4.0,179553.0,0.22278,ManuelaDavila
auxílio,2.0,32.0,19750.0,159803.0,1.01266,2.00247,0.50571,1.97743,34.0,179553.0,1.89359,ManuelaDavila
avaliados,1.0,2.0,19750.0,159803.0,0.50633,0.12515,4.04565,0.24718,3.0,179553.0,0.16708,ManuelaDavila
avaliação,1.0,7.0,19750.0,159803.0,0.50633,0.43804,1.1559,0.86513,8.0,179553.0,0.44555,ManuelaDavila
avanço,4.0,19.0,19750.0,159803.0,2.02532,1.18896,1.70343,0.58705,23.0,179553.0,1.28096,ManuelaDavila
avanços,1.0,21.0,19750.0,159803.0,0.50633,1.31412,0.3853,2.59538,22.0,179553.0,1.22526,ManuelaDavila
avassaladora,1.0,1.0,19750.0,159803.0,0.50633,0.06258,8.09129,0.12359,2.0,179553.0,0.11139,ManuelaDavila
avenida,2.0,15.0,19750.0,159803.0,1.01266,0.93866,1.07884,0.92692,17.0,179553.0,0.9468,ManuelaDavila
avisar,1.0,3.0,19750.0,159803.0,0.50633,0.18773,2.6971,0.37077,4.0,179553.0,0.22278,ManuelaDavila
avisou,1.0,2.0,19750.0,159803.0,0.50633,0.12515,4.04565,0.24718,3.0,179553.0,0.16708,ManuelaDavila
azevedo,1.0,1.0,19750.0,159803.0,0.50633,0.06258,8.09129,0.12359,2.0,179553.0,0.11139,ManuelaDavila
azul,1.0,6.0,19750.0,159803.0,0.50633,0.37546,1.34855,0.74154,7.0,179553.0,0.38986,ManuelaDavila
ação,3.0,46.0,19750.0,159803.0,1.51899,2.87854,0.52769,1.89504,49.0,179553.0,2.729,ManuelaDavila
ações,5.0,67.0,19750.0,159803.0,2.53165,4.19266,0.60383,1.6561,72.0,179553.0,4.00996,ManuelaDavila
aí,38.0,84.0,19750.0,159803.0,19.24051,5.25647,3.66035,0.2732,122.0,179553.0,6.79465,ManuelaDavila
bacana,4.0,7.0,19750.0,159803.0,2.02532,0.43804,4.62359,0.21628,11.0,179553.0,0.61263,ManuelaDavila
bachelet,1.0,1.0,19750.0,159803.0,0.50633,0.06258,8.09129,0.12359,2.0,179553.0,0.11139,ManuelaDavila
bahia,6.0,107.0,19750.0,159803.0,3.03797,6.69574,0.45372,2.20402,113.0,179553.0,6.29341,ManuelaDavila
baiano,1.0,13.0,19750.0,159803.0,0.50633,0.8135,0.62241,1.60667,14.0,179553.0,0.77971,ManuelaDavila
baixa,5.0,30.0,19750.0,159803.0,2.53165,1.87731,1.34855,0.74154,35.0,179553.0,1.94929,ManuelaDavila
baixas,1.0,1.0,19750.0,159803.0,0.50633,0.06258,8.09129,0.12359,2.0,179553.0,0.11139,ManuelaDavila
baixo,1.0,22.0,19750.0,159803.0,0.50633,1.3767,0.36779,2.71897,23.0,179553.0,1.28096,ManuelaDavila
bala,1.0,2.0,19750.0,159803.0,0.50633,0.12515,4.04565,0.24718,3.0,179553.0,0.16708,ManuelaDavila
balança,1.0,9.0,19750.0,159803.0,0.50633,0.56319,0.89903,1.11231,10.0,179553.0,0.55694,ManuelaDavila
