word,__sum_candidate,__sum_others,__total_candidate,__total_others,__ratio_candidate,__ratio_others,more_likely_candidate,more_likely_others,__sum_all,__total_all,__ratio_all,candidate
barbosa,1.0,5,7.0,179546,1428.57143,0.27848,5129.88571,0.00019,6.0,179553.0,0.33416,joaquimboficial
comunicado,1.0,1,7.0,179546,1428.57143,0.0557,25649.42857,4e-05,2.0,179553.0,0.11139,joaquimboficial
facebook,1.0,49,7.0,179546,1428.57143,2.72911,523.45773,0.00191,50.0,179553.0,2.78469,joaquimboficial
gomes,1.0,14,7.0,179546,1428.57143,0.77974,1832.10204,0.00055,15.0,179553.0,0.83541,joaquimboficial
joaquim,1.0,6,7.0,179546,1428.57143,0.33418,4274.90476,0.00023,7.0,179553.0,0.38986,joaquimboficial
publiquei,1.0,1,7.0,179546,1428.57143,0.0557,25649.42857,4e-05,2.0,179553.0,0.11139,joaquimboficial
página,1.0,31,7.0,179546,1428.57143,1.72658,827.40092,0.00121,32.0,179553.0,1.7822,joaquimboficial
